X;Y;Attack1;Attack2;Ability;Protect;EnemyX;EnemyY
-1,454;-3,945924;0;0;0;0;0,435;-3,945924
-1,454;-3,945924;0;0;0;0;0,435;-3,945924
-1,454;-3,945924;0;0;0;0;0,435;-3,945924
-1,454;-3,945924;0;0;0;0;0,435;-3,945924
-1,454;-3,945924;0;0;0;0;0,435;-3,945924
-1,454;-3,945924;0;0;0;0;0,435;-3,945924
-1,454;-3,945924;0;0;0;0;0,435;-3,945924
-1,454;-3,945924;0;0;0;0;0,435;-3,945924
-1,454;-3,945924;0;0;0;0;0,435;-3,945924
-1,454;-3,945924;0;0;0;0;0,435;-3,945924
-1,454;-3,945924;0;0;0;0;0,435;-3,945924
-1,454;-3,945924;0;0;0;0;0,435;-3,945924
-1,454;-3,945924;0;0;0;0;0,435;-3,945924
-1,454;-3,945924;0;0;0;0;0,435;-3,945924
-1,454;-3,945924;0;0;0;0;0,435;-3,945924
-1,454;-3,945924;0;0;0;0;0,435;-3,945924
-1,454;-3,945924;0;0;0;0;0,435;-3,945924
-1,454;-3,945924;0;0;0;0;0,435;-3,945924
-1,454;-3,945924;0;0;0;0;0,435;-3,945924
-1,454;-3,945924;0;0;0;0;0,435;-3,945924
-1,454;-3,945924;0;0;0;0;0,435;-3,945924
-1,454;-3,945924;0;0;0;0;0,435;-3,945924
-1,454;-3,945924;0;0;0;0;0,435;-3,945924
-1,454;-3,945924;0;0;0;0;0,435;-3,945924
-1,454;-3,945924;0;0;0;0;0,435;-3,945924
-1,454;-3,945924;0;0;0;0;0,435;-3,945924
-1,454;-3,945924;0;0;0;0;0,435;-3,945924
-1,454;-3,945924;0;0;0;0;0,435;-3,945924
-1,454;-3,945924;0;0;0;0;0,435;-3,945924
-1,454;-3,945924;0;0;0;0;0,435;-3,945924
-1,454;-3,945924;0;0;0;0;0,435;-3,945924
-1,454;-3,945924;0;0;0;0;0,435;-3,945924
-1,454;-3,945924;0;0;0;0;0,435;-3,945924
-1,454;-3,945924;0;0;0;0;0,435;-3,945924
-1,454;-3,945924;0;0;0;0;0,435;-3,945924
-1,454;-3,945924;0;0;0;0;0,435;-3,945924
-1,454;-3,945924;0;0;0;0;0,435;-3,945924
-1,454;-3,945924;0;0;0;0;0,435;-3,945924
-1,454;-3,945924;0;0;0;0;0,435;-3,945924
-1,454;-3,945924;0;0;0;0;0,435;-3,945924
-1,454;-3,945924;0;0;0;0;0,435;-3,945924
-1,454;-3,945924;0;0;0;0;0,435;-3,945924
-1,454;-3,945924;0;0;0;0;0,435;-3,945924
-1,454;-3,945924;0;0;0;0;0,435;-3,945924
-1,454;-3,945924;0;0;0;0;0,435;-3,945924
-1,454;-3,945924;0;0;0;0;0,435;-3,945924
-1,454;-3,945924;0;0;0;0;0,435;-3,945924
-1,454;-3,945924;0;0;0;0;0,435;-3,945924
-1,454;-3,945924;0;0;0;0;0,435;-3,945924
-1,454;-3,945924;0;0;0;0;0,435;-3,945924
-1,454;-3,945924;0;0;0;0;0,435;-3,945924
-1,454;-3,945924;0;0;0;0;0,435;-3,945924
-1,454;-3,945924;0;0;0;0;0,435;-3,945924
-1,454;-3,945924;0;0;0;0;0,435;-3,945924
-1,454;-3,945924;0;0;0;0;0,435;-3,945924
-1,454;-3,945924;0;0;0;0;0,435;-3,945924
-1,454;-3,945924;0;0;0;0;0,435;-3,945924
-1,454;-3,945924;0;0;0;0;0,435;-3,945924
-1,454;-3,945924;0;0;0;0;0,435;-3,945924
-1,454;-3,945924;0;0;0;0;0,435;-3,945924
-1,454;-3,945924;0;0;0;0;0,435;-3,945924
-1,454;-3,945924;0;0;0;0;0,435;-3,945924
-1,454;-3,945924;0;0;0;0;0,435;-3,945924
-1,454;-3,945924;0;0;0;0;0,435;-3,945924
-1,454;-3,945924;0;0;0;0;0,435;-3,945924
-1,454;-3,945924;0;0;0;0;0,435;-3,945924
-1,454;-3,945924;0;0;0;0;0,435;-3,945924
-1,454;-3,945924;0;0;0;0;0,435;-3,945924
-1,454;-3,945924;0;0;0;0;0,435;-3,945924
-1,454;-3,945924;0;0;0;0;0,435;-3,945924
-1,454;-3,945924;0;0;0;0;0,435;-3,945924
-1,454;-3,945924;0;0;0;0;0,435;-3,945924
-1,454;-3,945924;0;0;0;0;0,435;-3,945924
-1,454;-3,945924;0;0;0;0;0,435;-3,945924
-1,454;-3,945924;0;0;0;0;0,435;-3,945924
-1,454;-3,945924;0;0;0;0;0,435;-3,945924
-1,454;-3,945924;0;0;0;0;0,435;-3,945924
-1,454;-3,945924;0;0;0;0;0,435;-3,945924
-1,454;-3,945924;0;0;0;0;0,435;-3,945924
-1,454;-3,945924;0;0;0;0;0,435;-3,945924
-1,454;-3,945924;0;0;0;0;0,435;-3,945924
-1,454;-3,945924;0;0;0;0;0,435;-3,945924
-1,454;-3,945924;0;0;0;0;0,435;-3,945924
-1,454;-3,945924;0;0;0;0;0,435;-3,945924
-1,454;-3,945924;0;0;0;0;0,435;-3,945924
-1,454;-3,945924;0;0;0;0;0,435;-3,945924
-1,454;-3,945924;0;0;0;0;0,435;-3,945924
-1,454;-3,945924;0;0;0;0;0,435;-3,945924
-1,454;-3,945924;0;0;0;0;0,435;-3,945924
-1,454;-3,945924;0;0;0;0;0,435;-3,945924
-1,454;-3,945924;0;0;0;0;0,435;-3,945924
-1,454;-3,945924;0;0;0;0;0,435;-3,945924
-1,454;-3,945924;0;0;0;0;0,435;-3,945924
-1,454;-3,945924;0;0;0;0;0,435;-3,945924
-1,454;-3,945924;0;0;0;0;0,435;-3,945924
-1,454;-3,945924;0;0;0;0;0,435;-3,945924
-1,454;-3,945924;0;0;0;0;0,435;-3,945924
-1,454;-3,945924;0;0;0;0;0,435;-3,945924
-1,454;-3,945924;0;0;0;0;0,435;-3,945924
-1,454;-3,945924;0;0;0;0;0,435;-3,945924
-1,454;-3,945924;0;0;0;0;0,435;-3,945924
-1,454;-3,945924;0;0;0;0;0,435;-3,945924
-1,454;-3,945924;0;0;0;0;0,435;-3,945924
-1,454;-3,945924;0;0;0;0;0,435;-3,945924
-1,454;-3,945924;0;0;0;0;0,435;-3,945924
-1,454;-3,945924;0;0;0;0;0,435;-3,945924
-1,454;-3,945924;0;0;0;0;0,435;-3,945924
-1,454;-3,945924;0;0;0;0;0,435;-3,945924
-1,454;-3,945924;0;0;0;0;0,435;-3,945924
-1,454;-3,945924;0;0;0;0;0,435;-3,945924
-1,454;-3,945924;0;0;0;0;0,435;-3,945924
-1,454;-3,945924;0;0;0;0;0,435;-3,945924
-1,454;-3,945924;0;0;0;0;0,435;-3,945924
-1,454;-3,945924;0;0;0;0;0,435;-3,945924
-1,454;-3,945924;0;0;0;0;0,435;-3,945924
-1,454;-3,945924;0;0;0;0;0,435;-3,945924
-1,454;-3,945924;0;0;0;0;0,435;-3,945924
-1,454;-3,945924;0;0;0;0;0,435;-3,945924
-1,454;-3,945924;0;0;0;0;0,435;-3,945924
-1,454;-3,945924;0;0;0;0;0,435;-3,945924
-1,454;-3,945924;0;0;0;0;0,435;-3,945924
-1,454;-3,945924;0;0;0;0;0,435;-3,945924
-1,454;-3,945924;0;0;0;0;0,435;-3,945924
-1,454;-3,945924;0;0;0;0;0,435;-3,945924
-1,454;-3,945924;0;0;0;0;0,435;-3,945924
-1,454;-3,945924;0;0;0;0;0,435;-3,945924
-1,454;-3,945924;0;0;0;0;0,435;-3,945924
-1,454;-3,945924;0;0;0;0;0,435;-3,945924
-1,454;-3,945924;0;0;0;0;0,435;-3,945924
-1,454;-3,945924;0;0;0;0;0,435;-3,945924
-1,454;-3,945924;0;0;0;0;0,435;-3,945924
-1,454;-3,945924;0;0;0;0;0,435;-3,945924
-1,454;-3,945924;0;0;0;0;0,435;-3,945924
-1,454;-3,945924;0;0;0;0;0,435;-3,945924
-1,454;-3,945924;0;0;0;0;0,435;-3,945924
-1,454;-3,945924;0;0;0;0;0,435;-3,945924
-1,454;-3,945924;0;0;0;0;0,435;-3,945924
-1,454;-3,945924;0;0;0;0;0,435;-3,945924
-1,454;-3,945924;0;0;0;0;0,435;-3,945924
-1,454;-3,945924;0;0;0;0;0,435;-3,945924
-1,454;-3,945924;0;0;0;0;0,435;-3,945924
-1,454;-3,945924;0;0;0;0;0,435;-3,945924
-1,454;-3,945924;0;0;0;0;0,435;-3,945924
-1,454;-3,945924;0;0;0;0;0,435;-3,945924
-1,454;-3,945924;0;0;0;0;0,435;-3,945924
-1,454;-3,945924;0;0;0;0;0,435;-3,945924
-1,454;-3,945924;0;0;0;0;0,435;-3,945924
-1,454;-3,945924;0;0;0;0;0,435;-3,945924
-1,454;-3,945924;0;0;0;0;0,435;-3,945924
-1,454;-3,945924;0;0;0;0;0,435;-3,945924
-1,454;-3,945924;0;0;0;0;0,435;-3,945924
-1,454;-3,945924;0;0;0;0;0,435;-3,945924
-1,454;-3,945924;0;0;0;0;0,435;-3,945924
-1,454;-3,945924;0;0;0;0;0,435;-3,945924
-1,454;-3,945924;0;0;0;0;0,435;-3,945924
-1,454;-3,945924;0;0;0;0;0,435;-3,945924
-1,454;-3,945924;0;0;0;0;0,435;-3,945924
-1,454;-3,945924;0;0;0;0;0,435;-3,945924
-1,454;-3,945924;0;0;0;0;0,435;-3,945924
-1,454;-3,945924;0;0;0;0;0,435;-3,945924
-1,454;-3,945924;0;0;0;0;0,435;-3,945924
-1,454;-3,945924;0;0;0;0;0,435;-3,945924
-1,454;-3,945924;0;0;0;0;0,435;-3,945924
-1,454;-3,945924;0;0;0;0;0,435;-3,945924
-1,454;-3,945924;0;0;0;0;0,435;-3,945924
-1,454;-3,945924;0;0;0;0;0,435;-3,945924
-1,454;-3,945924;0;0;0;0;0,435;-3,945924
-1,454;-3,945924;0;0;0;0;0,435;-3,945924
-1,454;-3,945924;0;0;0;0;0,435;-3,945924
-1,454;-3,945924;0;0;0;0;0,435;-3,945924
-1,454;-3,945924;0;0;0;0;0,435;-3,945924
-1,454;-3,945924;0;0;0;0;0,435;-3,945924
-1,454;-3,945924;0;0;0;0;0,435;-3,945924
-1,454;-3,945924;0;0;0;0;0,435;-3,945924
-1,454;-3,945924;0;0;0;0;0,435;-3,945924
-1,454;-3,945924;0;0;0;0;0,435;-3,945924
-1,454;-3,945924;0;0;0;0;0,435;-3,945924
-1,454;-3,945924;0;0;0;0;0,435;-3,945924
-1,454;-3,945924;0;0;0;0;0,435;-3,945924
-1,454;-3,945924;0;0;0;0;0,435;-3,945924
-1,454;-3,945924;0;0;0;0;0,435;-3,945924
-1,454;-3,945924;0;0;0;0;0,435;-3,945924
-1,454;-3,945924;0;0;0;0;0,435;-3,945924
-1,454;-3,945924;0;0;0;0;0,435;-3,945924
-1,454;-3,945924;0;0;0;0;0,435;-3,945924
-1,48243;-3,945924;0;0;0;0;0,435;-3,945924
-1,48243;-3,945924;0;0;0;0;0,435;-3,945924
-1,48243;-3,945924;0;0;0;0;0,435;-3,945924
-1,48243;-3,945924;0;0;0;0;0,435;-3,945924
-1,510861;-3,945924;0;0;0;0;0,435;-3,945924
-1,510861;-3,945924;0;0;0;0;0,435;-3,945924
-1,510861;-3,945924;0;0;0;0;0,435;-3,945924
-1,510861;-3,945924;0;0;0;0;0,435;-3,945924
-1,510861;-3,945924;0;0;0;0;0,435;-3,945924
-1,539291;-3,945924;0;0;0;0;0,435;-3,945924
-1,539291;-3,945924;0;0;0;0;0,435;-3,945924
-1,539291;-3,945924;0;0;0;0;0,435;-3,945924
-1,539291;-3,945924;0;0;0;0;0,435;-3,945924
-1,567722;-3,945924;0;0;0;0;0,435;-3,945924
