X;Y;Attack1;Attack2;Kick;DualAttack;Ability;Protect;Jump;Damage;EnemyX;EnemyY;EnemyDamage;moveCode
-2.05104;-3.945924;0;0;0;0;0;0;0;0;-0.7548181;-3.762425;0;Jump
-2.05104;-3.945924;0;0;0;0;0;0;0;0;-0.7637655;-3.825247;0;Jump
-2.05104;-3.945924;0;0;0;0;0;0;0;0;-0.7750745;-3.897907;0;Jump
-2.05104;-3.945924;0;0;0;0;0;0;0;0;-0.7784805;-3.974492;0;Jump
-2.05104;-3.945924;0;0;0;0;0;0;0;0;-0.7813118;-3.890193;0;Jump
-2.05104;-3.945924;0;0;0;0;0;0;0;0;-0.7841431;-3.809817;0;Jump
-2.05104;-3.945924;0;0;0;0;0;0;0;0;-0.7869745;-3.733366;0;Jump
-2.05104;-3.945924;0;0;0;0;0;0;0;0;-0.7828436;-3.663296;0;Jump
-2.05104;-3.945924;0;0;0;0;0;0;0;0;-0.7787127;-3.597151;0;Jump
-2.05104;-3.945924;0;0;0;0;0;0;0;0;-0.7745818;-3.53493;0;Jump
-2.05104;-3.945924;0;0;0;0;0;0;0;0;-0.7704509;-3.476632;0;Jump
-2.05104;-3.945924;0;0;0;0;0;0;0;0;-0.76632;-3.422259;0;Jump
-2.05104;-3.945924;0;0;0;0;0;0;0;0;-0.7716059;-3.371568;0;Jump
-2.05104;-3.945924;0;0;0;0;0;0;0;0;-0.7768918;-3.324801;0;Jump
-2.05104;-3.945924;0;0;0;0;0;0;0;0;-0.7821777;-3.281959;0;Jump
-2.05104;-3.945924;0;0;0;0;0;0;0;0;-0.7874637;-3.24304;0;Jump
-2.05104;-3.945924;0;0;0;0;0;0;0;0;-0.7927496;-3.208045;0;Jump
-2.05104;-3.945924;0;0;0;0;0;0;0;0;-0.8007543;-3.182701;0;Jump
-2.05104;-3.945924;0;0;0;0;0;0;0;0;-0.8087591;-3.16128;0;Jump
-2.05104;-3.945924;0;0;0;0;0;0;0;0;-0.8167639;-3.143784;0;Jump
-2.05104;-3.945924;0;0;0;0;0;0;0;0;-0.8247687;-3.130211;0;Jump
-2.05104;-3.945924;0;0;0;0;0;0;0;0;-0.8327734;-3.120563;0;Jump
-2.05104;-3.945924;0;0;0;0;0;0;0;0;-0.8450368;-3.116874;0;Jump
-2.05104;-3.945924;0;0;0;0;0;0;0;0;-0.8573002;-3.117108;0;Jump
-2.05104;-3.945924;0;0;0;0;0;0;0;0;-0.8695635;-3.121267;0;Jump
-2.05104;-3.945924;0;0;0;0;0;0;0;0;-0.8818269;-3.129349;0;Jump
-2.05104;-3.945924;0;0;0;0;0;0;0;0;-0.8940902;-3.141356;0;Jump
-2.05104;-3.945924;0;0;0;0;0;0;0;0;-0.9007769;-3.149425;0;Jump
-2.05104;-3.945924;0;0;0;0;0;0;0;0;-0.9074636;-3.161419;0;Jump
-2.05104;-3.945924;0;0;0;0;0;0;0;0;-0.9141503;-3.177336;0;Jump
-2.07947;-3.945924;0;0;0;0;0;0;0;0;-0.920837;-3.197178;0;Jump
-2.107901;-3.945924;0;0;0;0;0;0;0;0;-0.9275237;-3.220943;0;Jump
-2.136331;-3.945924;0;0;0;0;0;0;0;0;-0.9423127;-3.263202;0;Jump
-2.164762;-3.945924;0;0;0;0;0;0;0;0;-0.9571018;-3.309384;0;Jump
-2.193192;-3.945924;0;0;0;0;0;0;0;0;-0.9718908;-3.35949;0;Jump
-2.221622;-3.945924;0;0;0;0;0;0;0;0;-0.9866799;-3.41352;0;Jump
-2.250053;-3.945924;0;0;0;0;0;0;0;0;-1.001469;-3.471474;0;Jump
-2.278483;-3.945924;0;0;0;0;0;0;0;0;-0.9983386;-3.525491;0;Jump
-2.306914;-3.945924;0;0;0;0;0;0;0;0;-0.9952083;-3.583431;0;Jump
-2.335344;-3.945924;0;0;0;0;0;0;0;0;-0.9920779;-3.645295;0;Jump
-2.363775;-3.945924;0;0;0;0;0;0;0;0;-0.9889476;-3.711084;0;Jump
-2.392205;-3.945924;0;0;0;0;0;0;0;0;-0.9858173;-3.780796;0;Jump
-2.420636;-3.945924;0;0;0;0;0;0;0;0;-1.000348;-3.813602;0;Jump
