X;Y;Attack1;Attack2;Kick;DualAttack;Ability;Protect;Jump;Damage;EnemyX;EnemyY;EnemyDamage;moveCode
-1.454;-3.945924;0;0;0;0;0;0;0;0;-0.5310879;-3.208744;0;Shoot
-1.454;-3.945924;0;0;0;0;0;0;0;0;-0.5168474;-3.180349;0;Shoot
-1.454;-3.945924;0;0;0;0;0;0;0;0;-0.5026068;-3.155878;0;Shoot
-1.454;-3.945924;0;0;0;0;0;0;0;0;-0.5185356;-3.138157;0;Shoot
-1.454;-3.945924;0;0;0;0;0;0;0;0;-0.5344643;-3.12436;0;Shoot
-1.454;-3.945924;0;0;0;0;0;0;0;0;-0.550393;-3.114487;0;Shoot
-1.454;-3.945924;0;0;0;0;0;0;0;0;-0.5663218;-3.108538;0;Shoot
-1.454;-3.945924;0;0;0;0;0;0;0;0;-0.5822505;-3.106513;0;Shoot
-1.454;-3.945924;0;0;0;0;0;0;0;0;-0.5951244;-3.107571;0;Shoot
-1.454;-3.945924;0;0;0;0;0;0;0;0;-0.6079983;-3.112552;0;Shoot
-1.454;-3.945924;0;0;0;0;0;0;0;0;-0.6208722;-3.121458;0;Shoot
-1.454;-3.945924;0;0;0;0;0;0;0;0;-0.6337461;-3.134288;0;Shoot
-1.454;-3.945924;0;0;0;0;0;0;0;0;-0.64662;-3.151042;0;Shoot
-1.454;-3.945924;0;0;0;0;0;0;0;0;-0.6465009;-3.172119;0;Shoot
-1.454;-3.945924;0;0;0;0;0;0;0;0;-0.6463818;-3.197119;0;Shoot
-1.454;-3.945924;0;0;0;0;0;0;0;0;-0.6462627;-3.226044;0;Shoot
-1.454;-3.945924;0;0;0;0;0;0;0;0;-0.6461436;-3.258893;0;Shoot
-1.454;-3.945924;0;0;0;0;0;0;0;0;-0.6460245;-3.295666;0;Shoot
-1.454;-3.945924;0;0;0;0;0;0;0;0;-0.6530752;-3.338161;0;Shoot
-1.454;-3.945924;0;0;0;0;0;0;0;0;-0.6601258;-3.38458;0;Shoot
-1.454;-3.945924;0;0;0;0;0;0;0;0;-0.6671764;-3.434923;0;Shoot
-1.454;-3.945924;0;0;0;0;0;0;0;0;-0.6742271;-3.48919;0;Shoot
-1.454;-3.945924;0;0;0;0;0;0;0;0;-0.6812777;-3.547381;0;Shoot
-1.454;-3.945924;0;0;0;0;0;0;0;0;-0.6874184;-3.594516;0;Shoot
-1.454;-3.945924;0;0;0;0;0;0;0;0;-0.6935591;-3.645574;0;Shoot
-1.454;-3.945924;0;0;0;0;0;0;0;0;-0.6996998;-3.700557;0;Shoot
-1.454;-3.945924;0;0;0;0;0;0;0;0;-0.7058405;-3.759463;0;Shoot
-1.454;-3.945924;0;0;0;0;0;0;0;0;-0.7119812;-3.822293;0;Shoot
-1.454;-3.945924;0;0;0;0;0;0;0;0;-0.7120891;-3.894968;0;Shoot
-1.454;-3.945924;0;0;0;0;0;0;0;0;-0.712197;-3.971567;0;Shoot
-1.454;-3.945924;0;0;0;0;0;0;0;0;-0.7123049;-3.887283;0;Shoot
