X;Y;Attack1;Attack2;Kick;DualAttack;Ability;Protect;Jump;Damage;EnemyX;EnemyY;EnemyDamage;moveCode
-1,880457;-3,945924;0;0;0;0;0;0;0;0;-0,5124402;-3,945982;0;Shoot
-1,880457;-3,945924;0;0;0;0;0;0;0;0;-0,5288246;-3,948381;0;Shoot
-1,880457;-3,945924;0;0;0;0;0;0;0;0;-0,5452091;-3,946856;0;Shoot
-1,880457;-3,945924;0;0;0;0;0;0;0;0;-0,5452091;-3,946856;0;Shoot
-1,880457;-3,945924;0;0;0;0;0;0;0;0;-0,5452091;-3,946856;0;Shoot
-1,880457;-3,945924;0;0;0;0;0;0;0;0;-0,5452091;-3,946856;0;Shoot
-1,880457;-3,945924;0;0;0;0;0;0;0;0;-0,5452091;-3,946856;0;Shoot
-1,880457;-3,945924;0;0;0;0;0;0;0;0;-0,5484738;-3,945747;0;Shoot
-1,880457;-3,945924;0;0;0;0;0;0;0;0;-0,5484738;-3,945747;0;Shoot
-1,880457;-3,945924;0;0;0;0;0;0;0;0;-0,5517386;-3,948562;0;Shoot
-1,880457;-3,945924;0;0;0;0;0;0;0;0;-0,5550034;-3,947453;0;Shoot
-1,880457;-3,945924;0;0;0;0;0;0;0;0;-0,5582682;-3,946345;0;Shoot
-1,880457;-3,945924;0;0;0;0;0;0;0;0;-0,561533;-3,945236;0;Shoot
-1,880457;-3,945924;0;0;0;0;0;0;0;0;-0,561533;-3,945236;0;Shoot
-1,880457;-3,945924;0;0;0;0;0;0;0;0;-0,5717504;-3,945951;0;Shoot
-1,880457;-3,945924;0;0;0;0;0;0;0;0;-0,5717504;-3,945951;0;Shoot
-1,880457;-3,945924;0;0;0;0;0;0;0;0;-0,5717504;-3,945951;0;Shoot
-1,880457;-3,945924;0;0;0;0;0;0;0;0;-0,5717504;-3,945951;0;Shoot
-1,880457;-3,945924;0;0;0;0;0;0;0;0;-0,5819678;-3,946667;0;Shoot
-1,880457;-3,945924;0;0;0;0;0;0;0;0;-0,5819678;-3,946667;0;Shoot
-1,880457;-3,945924;0;0;0;0;0;0;0;0;-0,5819678;-3,946667;0;Shoot
-1,880457;-3,945924;0;0;0;0;0;0;0;0;-0,5819678;-3,946667;0;Shoot
-1,880457;-3,945924;0;0;0;0;0;0;0;0;-0,5921853;-3,947383;0;Shoot
-1,880457;-3,945924;0;0;0;0;0;0;0;0;-0,5921853;-3,947383;0;Shoot
-1,880457;-3,945924;0;0;0;0;0;0;0;0;-0,5921853;-3,947383;0;Shoot
-1,880457;-3,945924;0;0;0;0;0;0;0;0;-0,5921853;-3,947383;0;Shoot
-1,880457;-3,945924;0;0;0;0;0;0;0;0;-0,5921853;-3,947383;0;Shoot
-1,880457;-3,945924;0;0;0;0;0;0;0;0;-0,6024027;-3,948099;0;Shoot
-1,880457;-3,945924;0;0;0;0;0;0;0;0;-0,6024027;-3,948099;0;Shoot
-1,880457;-3,945924;0;0;0;0;0;0;0;0;-0,6024027;-3,948099;0;Shoot
-1,880457;-3,945924;0;0;0;0;0;0;0;0;-0,6024027;-3,948099;0;Shoot
-1,880457;-3,945924;0;0;0;0;0;0;0;0;-0,6126201;-3,948814;0;Shoot
-1,880457;-3,945924;0;0;0;0;0;0;0;0;-0,6126201;-3,948814;0;Shoot
-1,880457;-3,945924;0;0;0;0;0;0;0;0;-0,6126201;-3,948814;0;Shoot
-1,880457;-3,945924;0;0;0;0;0;0;0;0;-0,6126201;-3,948814;0;Shoot
-1,880457;-3,945924;0;0;0;0;0;0;0;0;-0,6216365;-3,938507;0;Shoot
-1,880457;-3,945924;0;0;0;0;0;0;0;0;-0,6216365;-3,938507;0;Shoot
-1,880457;-3,945924;0;0;0;0;0;0;0;0;-0,6216365;-3,938507;0;Shoot
-1,880457;-3,945924;0;0;0;0;0;0;0;0;-0,6216365;-3,938507;0;Shoot
-1,880457;-3,945924;0;0;0;0;0;0;0;0;-0,6306528;-3,932124;0;Shoot
-1,880457;-3,945924;0;0;0;0;0;0;0;0;-0,6306528;-3,932124;0;Shoot
-1,880457;-3,945924;0;0;0;0;0;0;0;0;-0,6306528;-3,932124;0;Shoot
-1,880457;-3,945924;0;0;0;0;0;0;0;0;-0,6306528;-3,932124;0;Shoot
-1,880457;-3,945924;0;0;0;0;0;0;0;0;-0,6396691;-3,929665;0;Shoot
-1,880457;-3,945924;0;0;0;0;0;0;0;0;-0,6396691;-3,929665;0;Shoot
-1,880457;-3,945924;0;0;0;0;0;0;0;0;-0,6396691;-3,929665;0;Shoot
-1,880457;-3,945924;0;0;0;0;0;0;0;0;-0,6396691;-3,929665;0;Shoot
-1,880457;-3,945924;0;0;0;0;0;0;0;0;-0,6396691;-3,929665;0;Shoot
-1,880457;-3,945924;0;0;0;0;0;0;0;0;-0,6486855;-3,93113;0;Shoot
-1,880457;-3,945924;0;0;0;0;0;0;0;0;-0,6486855;-3,93113;0;Shoot
-1,880457;-3,945924;0;0;0;0;0;0;0;0;-0,6577018;-3,936519;0;Shoot
-1,880457;-3,945924;0;0;0;0;0;0;0;0;-0,6577018;-3,936519;0;Shoot
-1,880457;-3,945924;0;0;0;0;0;0;0;0;-0,6577018;-3,936519;0;Shoot
-1,880457;-3,945924;0;0;0;0;0;0;0;0;-0,6577018;-3,936519;0;Shoot
-1,880457;-3,945924;0;0;0;0;0;0;0;0;-0,6603718;-3,951786;0;Shoot
