X;Y;Attack1;Attack2;Kick;DualAttack;Ability;Protect;Jump;Damage;EnemyX;EnemyY;EnemyDamage;moveCode
-1,454;-3,945924;0;0;0;0;0;0;0;0;-0,1397711;-3,957906;0;Shoot
-1,454;-3,945924;0;0;0;0;0;0;0;0;-0,1440845;-3,95761;0;Shoot
-1,454;-3,945924;0;0;0;0;0;0;0;0;-0,1462411;-3,956521;0;Shoot
-1,454;-3,945924;0;0;0;0;0;0;0;0;-0,1483978;-3,957514;0;Shoot
-1,454;-3,945924;0;0;0;0;0;0;0;0;-0,1621139;-3,94789;0;Shoot
-1,454;-3,945924;0;0;0;0;0;0;0;0;-0,1758301;-3,94219;0;Shoot
-1,454;-3,945924;0;0;0;0;0;0;0;0;-0,1758301;-3,94219;0;Shoot
-1,454;-3,945924;0;0;0;0;0;0;0;0;-0,1758301;-3,94219;0;Shoot
-1,454;-3,945924;0;0;0;0;0;0;0;0;-0,1758301;-3,94219;0;Shoot
-1,454;-3,945924;0;0;0;0;0;0;0;0;-0,1758301;-3,94219;0;Shoot
-1,454;-3,945924;0;0;0;0;0;0;0;0;-0,1895462;-3,940415;0;Shoot
-1,454;-3,945924;0;0;0;0;0;0;0;0;-0,1895462;-3,940415;0;Shoot
-1,454;-3,945924;0;0;0;0;0;0;0;0;-0,2032623;-3,942563;0;Shoot
-1,454;-3,945924;0;0;0;0;0;0;0;0;-0,2032623;-3,942563;0;Shoot
-1,454;-3,945924;0;0;0;0;0;0;0;0;-0,2032623;-3,942563;0;Shoot
-1,454;-3,945924;0;0;0;0;0;0;0;0;-0,2032623;-3,942563;0;Shoot
-1,454;-3,945924;0;0;0;0;0;0;0;0;-0,2032623;-3,942563;0;Shoot
-1,454;-3,945924;0;0;0;0;0;0;0;0;-0,2169785;-3,948636;0;Shoot
-1,454;-3,945924;0;0;0;0;0;0;0;0;-0,221882;-3,963164;0;Shoot
-1,454;-3,945924;0;0;0;0;0;0;0;0;-0,2267856;-3,956411;0;Shoot
-1,454;-3,945924;0;0;0;0;0;0;0;0;-0,2316891;-3,951008;0;Shoot
-1,454;-3,945924;0;0;0;0;0;0;0;0;-0,2316891;-3,951008;0;Shoot
-1,454;-3,945924;0;0;0;0;0;0;0;0;-0,2365927;-3,945917;0;Shoot
-1,454;-3,945924;0;0;0;0;0;0;0;0;-0,2365927;-3,945917;0;Shoot
-1,454;-3,945924;0;0;0;0;0;0;0;0;-0,2414962;-3,944749;0;Shoot
-1,454;-3,945924;0;0;0;0;0;0;0;0;-0,2414962;-3,944749;0;Shoot
-1,454;-3,945924;0;0;0;0;0;0;0;0;-0,2414962;-3,944749;0;Shoot
-1,454;-3,945924;0;0;0;0;0;0;0;0;-0,2414962;-3,944749;0;Shoot
-1,454;-3,945924;0;0;0;0;0;0;0;0;-0,2515996;-3,956533;0;Shoot
-1,454;-3,945924;0;0;0;0;0;0;0;0;-0,2515996;-3,956533;0;Shoot
-1,454;-3,945924;0;0;0;0;0;0;0;0;-0,2515996;-3,956533;0;Shoot
-1,454;-3,945924;0;0;0;0;0;0;0;0;-0,2617029;-3,961213;0;Shoot
-1,454;-3,945924;0;0;0;0;0;0;0;0;-0,2617029;-3,961213;0;Shoot
-1,454;-3,945924;0;0;0;0;0;0;0;0;-0,2617029;-3,961213;0;Shoot
-1,454;-3,945924;0;0;0;0;0;0;0;0;-0,2617029;-3,961213;0;Shoot
-1,454;-3,945924;0;0;0;0;0;0;0;0;-0,2617029;-3,961213;0;Shoot
-1,454;-3,945924;0;0;0;0;0;0;0;0;-0,2718062;-3,963609;0;Shoot
-1,454;-3,945924;0;0;0;0;0;0;0;0;-0,2718062;-3,963609;0;Shoot
-1,454;-3,945924;0;0;0;0;0;0;0;0;-0,2718062;-3,963609;0;Shoot
-1,454;-3,945924;0;0;0;0;0;0;0;0;-0,2718062;-3,963609;0;Shoot
-1,454;-3,945924;0;0;0;0;0;0;0;0;-0,2819095;-3,964836;0;Shoot
-1,454;-3,945924;0;0;0;0;0;0;0;0;-0,2920128;-3,965464;0;Shoot
-1,454;-3,945924;0;0;0;0;0;0;0;0;-0,2976731;-3,962423;0;Shoot
-1,454;-3,945924;0;0;0;0;0;0;0;0;-0,3033334;-3,960866;0;Shoot
-1,454;-3,945924;0;0;0;0;0;0;0;0;-0,3089936;-3,960069;0;Shoot
-1,454;-3,945924;0;0;0;0;0;0;0;0;-0,3089936;-3,960069;0;Shoot
-1,454;-3,945924;0;0;0;0;0;0;0;0;-0,3089936;-3,960069;0;Shoot
-1,454;-3,945924;0;0;0;0;0;0;0;0;-0,3146539;-3,959661;0;Shoot
-1,454;-3,945924;0;0;0;0;0;0;0;0;-0,3203142;-3,959452;0;Shoot
-1,454;-3,945924;0;0;0;0;0;0;0;0;-0,332092;-3,956822;0;Shoot
-1,454;-3,945924;0;0;0;0;0;0;0;0;-0,34041;-3,955139;0;Shoot
-1,454;-3,945924;0;0;0;0;0;0;0;0;-0,3460784;-3,953202;0;Shoot
-1,454;-3,945924;0;0;0;0;0;0;0;0;-0,3460784;-3,953202;0;Shoot
-1,454;-3,945924;0;0;0;0;0;0;0;0;-0,3460784;-3,953202;0;Shoot
-1,454;-3,945924;0;0;0;0;0;0;0;0;-0,3519308;-3,952211;0;Shoot
-1,454;-3,945924;0;0;0;0;0;0;0;0;-0,3519308;-3,952211;0;Shoot
-1,454;-3,945924;0;0;0;0;0;0;0;0;-0,3519308;-3,952211;0;Shoot
-1,454;-3,945924;0;0;0;0;0;0;0;0;-0,3519308;-3,952211;0;Shoot
-1,454;-3,945924;0;0;0;0;0;0;0;0;-0,3519308;-3,952211;0;Shoot
-1,454;-3,945924;0;0;0;0;0;0;0;0;-0,3578314;-3,951704;0;Shoot
-1,454;-3,945924;0;0;0;0;0;0;0;0;-0,3578314;-3,951704;0;Shoot
-1,454;-3,945924;0;0;0;0;0;0;0;0;-0,3578314;-3,951704;0;Shoot
-1,454;-3,945924;0;0;0;0;0;0;0;0;-0,3578314;-3,951704;0;Shoot
-1,454;-3,945924;0;0;0;0;0;0;0;0;-0,3578314;-3,951704;0;Shoot
-1,454;-3,945924;0;0;0;0;0;0;0;0;-0,3648245;-3,944879;0;Shoot
-1,454;-3,945924;0;0;0;0;0;0;0;0;-0,3648245;-3,944879;0;Shoot
-1,454;-3,945924;0;0;0;0;0;0;0;0;-0,3648245;-3,944879;0;Shoot
-1,454;-3,945924;0;0;0;0;0;0;0;0;-0,3716555;-3,941978;0;Shoot
-1,454;-3,945924;0;0;0;0;0;0;0;0;-0,3716555;-3,941978;0;Shoot
-1,454;-3,945924;0;0;0;0;0;0;0;0;-0,3716555;-3,941978;0;Shoot
-1,454;-3,945924;0;0;0;0;0;0;0;0;-0,3716555;-3,941978;0;Shoot
-1,454;-3,945924;0;0;0;0;0;0;0;0;-0,3716555;-3,941978;0;Shoot
-1,454;-3,945924;0;0;0;0;0;0;0;0;-0,3784438;-3,943001;0;Shoot
-1,454;-3,945924;0;0;0;0;0;0;0;0;-0,3784438;-3,943001;0;Shoot
-1,454;-3,945924;0;0;0;0;0;0;0;0;-0,3784438;-3,943001;0;Shoot
-1,454;-3,945924;0;0;0;0;0;0;0;0;-0,3784438;-3,943001;0;Shoot
-1,454;-3,945924;0;0;0;0;0;0;0;0;-0,3784438;-3,943001;0;Shoot
-1,454;-3,945924;0;0;0;0;0;0;0;0;-0,3852211;-3,947948;0;Shoot
-1,454;-3,945924;0;0;0;0;0;0;0;0;-0,3852211;-3,947948;0;Shoot
-1,454;-3,945924;0;0;0;0;0;0;0;0;-0,3852211;-3,947948;0;Shoot
-1,454;-3,945924;0;0;0;0;0;0;0;0;-0,3852211;-3,947948;0;Shoot
